date,series,value,unit,source_id,frequency
1999-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",39.26,million number,pbs_labour_sdmx,annual
2000-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",40.15,million number,pbs_labour_sdmx,annual
2001-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",40.49,million number,pbs_labour_sdmx,annual
2002-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",41.38,million number,pbs_labour_sdmx,annual
2003-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",43.21,million number,pbs_labour_sdmx,annual
2004-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",45.5,million number,pbs_labour_sdmx,annual
2005-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",45.76,million number,pbs_labour_sdmx,annual
2006-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",50.5,million number,pbs_labour_sdmx,annual
2007-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",52.41,million number,pbs_labour_sdmx,annual
2008-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",53.22,million number,pbs_labour_sdmx,annual
2009-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",55.91,million number,pbs_labour_sdmx,annual
2010-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",56.92,million number,pbs_labour_sdmx,annual
2011-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",57.84,million number,pbs_labour_sdmx,annual
2012-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",59.33,million number,pbs_labour_sdmx,annual
2013-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",59.7,million number,pbs_labour_sdmx,annual
